Number	Name	Desig	Family	CS	Class	DS	DF	Diam	HS	HB	H	GS	G	G2	AS	pF	Albedo	PF	Period	PDesc	Freq	AF	AMin	AMax	U	Pole	Bin	Notes	
0	2015 GC14	2015 GC14	9101	A	S*	C		0.033	M		24.8	A	0.24		A		0.20	>	0.5		48.000000	>		0.3	2-	0		

0	2015 GY	2015 GY	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20									0		

0	2015 HB117	2015 HB117	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		

0	2015 HB177	2015 HB177	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20		0.506		47.430830			1.1	2	0		D

0	2015 HF1	2015 HF1	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		I

0	2015 HM10	2015 HM10	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20		0.3761		63.812816		1.29	1.50	3	0		

0	2015 HO116	2015 HO116	9101	A	S*	C		0.024	M		25.5	M	0.24		A		0.20		1.445		16.608997			1.8	2	0		T?

0	2015 HR1	2015 HR1	9101	A	S*	C		0.041	M		24.3	A	0.24		A		0.20		0.0467		99.999999			0.60	2+	0		

0	2015 HS1	2015 HS1	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20									0		

0	2015 HS11	2015 HS11	9101	A	S*	C		0.011	M		27.1	A	0.24		A		0.20		0.0193		99.999999			0.37	2	0		

0	2015 HU171	2015 HU171	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		I

0	2015 HU9	2015 HU9	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20		0.2130		99.999999			0.15	1	0		

0	2015 HV11	2015 HV11	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20		0.3102		77.369439			0.20	2-	0		

0	2015 HW11	2015 HW11	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2015 HX181	2015 HX181	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		I

0	2015 JD	2015 JD	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20		0.0339		99.999999			0.07	2	0		

0	2015 JF	2015 JF	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20		0.1897		99.999999			0.33	2+	0		

0	2015 JH2	2015 JH2	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20					>		0.25		0		

0	2015 JJ2	2015 JJ2	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		

0	2015 JR	2015 JR	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20									0		

0	2015 JV	2015 JV	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2015 JW	2015 JW	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20									0		

0	2015 KA	2015 KA	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20									0		

0	2015 KE	2015 KE	9101	A	S*	C		0.017	M		26.2	A	0.24		A		0.20		0.0562		99.999999			0.17	2-	0		

0	2015 KJ19	2015 KJ19	9101	A	S*	C		0.095	M		22.47	A	0.24		A		0.20									0		

0	2015 KL122	2015 KL122	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20					>		0.6		0		

0	2015 KM120	2015 KM120	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20		0.0296		99.999999			0.19	2	0		

0	2015 KO122	2015 KO122	9101	A	S*	C		0.012	M		27.04	A	0.24		A		0.20		0.0648		99.999999			0.17	2	0		

0	2015 KQ120	2015 KQ120	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20		0.0898		99.999999			0.98	2	0		

0	2015 KQ57	2015 KQ57	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2015 KS121	2015 KS121	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		

0	2015 KT56	2015 KT56	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2015 KU121	2015 KU121	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20		6.807		3.525782			0.69	3	0		

0	2015 KV18	2015 KV18	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		

0	2015 KW120	2015 KW120	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20		0.1355		99.999999			0.24	2+	0		

0	2015 LA2	2015 LA2	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20									0		

0	2015 LG14	2015 LG14	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20									0		

0	2015 LH	2015 LH	9101	A	S*	C		0.011	M		27.2	A	0.24		A		0.20									0		

0	2015 LJ	2015 LJ	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20		0.1875		99.999999			0.45	2	0		

0	2015 LK24	2015 LK24	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20		18.55		1.293801			0.33	2-	0		A

0	2015 LM21	2015 LM21	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		I

0	2015 LN21	2015 LN21	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20									0		

0	2015 LQ21	2015 LQ21	9101	A	S*	C		0.037	M		24.5	A	0.24		A		0.20		0.69		34.782609			0.24	2	0		

0	2015 MC	2015 MC	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2015 ME116	2015 ME116	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		

0	2015 MN44	2015 MN44	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2015 MQ116	2015 MQ116	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20									0		

0	2015 MX103	2015 MX103	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20		0.7865		30.514940			0.20	2	0		

0	2015 MY53	2015 MY53	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20									0		

0	2015 NA14	2015 NA14	9101	A	S*	C		0.118	M		22.0	A	0.24		A		0.20		6.91		3.473227			0.63	3-	0		

0	2015 OF26	2015 OF26	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2015 OM21	2015 OM21	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20		0.2042		99.999999			0.55	2	0		DA

0	2015 OQ21	2015 OQ21	9101	A	S*	C		0.008	M		27.9	A	0.24		A		0.20									0		

0	2015 OV	2015 OV	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20		1.17		20.512821			0.38	2	0		

0	2015 PK57	2015 PK57	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		I

0	2015 PK9	2015 PK9	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20		3.298		7.277138			1.03	3	0		

0	2015 PQ	2015 PQ	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2015 PQ56	2015 PQ56	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2015 PT227	2015 PT227	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		

0	2015 QA	2015 QA	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		

0	2015 QB	2015 QB	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20		0.0327		99.999999			0.11	2	0		

0	2015 QG	2015 QG	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		I

0	2015 QT3	2015 QT3	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20		0.2261		99.999999			0.43	2+	0		

0	2015 RF36	2015 RF36	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20		0.025		99.999999			0.14	2	0		R

0	2015 RH2	2015 RH2	9101	A	S*	C		0.102	T		22.32	A	0.24		A		0.20		10.672		2.248876			1.68	2+	0		

0	2015 RH36	2015 RH36	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20									0		

0	2015 RO36	2015 RO36	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		

0	2015 RQ36	2015 RQ36	9101	A	S*	C		0.037	M		24.5	A	0.24		A		0.20		0.4812		49.875312			0.23	2	0		

0	2015 SA	2015 SA	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		

0	2015 SO2	2015 SO2	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20		0.58		41.379310			1.65	3-	0		

0	2015 SU	2015 SU	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.0127		99.999999			0.20	2-	0		

0	2015 SU16	2015 SU16	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20		0.2052		99.999999			0.24	2	0		

0	2015 SV6	2015 SV6	9101	A	S*	C		0.009	M		27.7	A	0.24		A		0.20		0.00490		99.999999			0.74	2	0		N

0	2015 SW6	2015 SW6	9101	A	S*	C		0.038	M		24.45	A	0.24		A		0.20		0.0752		99.999999			0.32	2	0		

0	2015 SY	2015 SY	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20		2.1		11.428571			0.35	2	0		D

0	2015 SZ	2015 SZ	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20		41.0		0.585366			1.33	2	0		T0

0	2015 SZ2	2015 SZ2	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.03832		99.999999			0.32	3	0		

0	2015 TA	2015 TA	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2015 TC25	2015 TC25	9101	A	S*	C		0.004	M		29.34	A	0.24		A		0.20		0.03715		99.999999			0.40	3	0		IR

0	2015 TD144	2015 TD144	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0	B	RN

0	2015 TE	2015 TE	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20		1.68		14.285714			0.19	1	0		

0	2015 TF	2015 TF	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2015 TG238	2015 TG238	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		

0	2015 TJ1	2015 TJ1	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2015 TK237	2015 TK237	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20							0.53		0		

0	2015 TK238	2015 TK238	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		

0	2015 TL143	2015 TL143	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2015 TL238	2015 TL238	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20		0.0713		99.999999			0.46	2	0		

0	2015 TM143	2015 TM143	9101	A	S*	C		0.055	M		23.66	A	0.24		A		0.20									0		

0	2015 TW237	2015 TW237	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20									0		

0	2015 TX24	2015 TX24	9101	A	S*	C		0.144	M		21.58	A	0.24		A		0.20									0		I

0	2015 TY178	2015 TY178	9101	A	S*	C		0.110	L		22.16	L	0.24		A		0.20		7.687		3.122154			0.42	2	0		

0	2015 TZ143	2015 TZ143	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20									0		

0	2015 TZ237	2015 TZ237	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		

0	2015 UC	2015 UC	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20									0		

0	2015 UJ51	2015 UJ51	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		

0	2015 US51	2015 US51	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2015 VA106	2015 VA106	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2015 VB65	2015 VB65	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20									0		I

0	2015 VE66	2015 VE66	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20		0.037		99.999999			0.38	3-	0		

0	2015 VF1	2015 VF1	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		I

0	2015 VG105	2015 VG105	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20									0		

0	2015 VN105	2015 VN105	9101	A	S*	C		0.009	M		27.6	A	0.24		A		0.20									0		

0	2015 VO105	2015 VO105	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2015 VO142	2015 VO142	9101	A	S*	C		0.005	M		28.9	A	0.24		A		0.20									0		

0	2015 VU65	2015 VU65	9101	A	S*	C		0.016	M		26.4	A	0.24		A		0.20									0		I

0	2015 VY105	2015 VY105	9101	A	S*	C		0.005	M		29.0	A	0.24		A		0.20		0.0384		99.999999			0.96	3	0		T

0	2015 VZ145	2015 VZ145	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20							1.36		0		

0	2015 VZ2	2015 VZ2	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2015 WA13	2015 WA13	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2015 WF13	2015 WF13	9101	A	S*	C		0.068	M		23.2	A	0.24		A		0.20		0.21194		99.999999			0.23	2+	0		

0	2015 XA379	2015 XA379	9101	A	S*	C		0.026	L		25.29	A	0.24		A		0.20		0.038533		99.999999			0.12	2	0		

0	2015 XB	2015 XB	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2015 XB130	2015 XB130	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20							0.58		0		

0	2015 XC	2015 XC	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20		0.181099		99.999999		0.39	0.55	3-	0		T

0	2015 XE	2015 XE	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20									0		

0	2015 XF	2015 XF	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20		0.1003		99.999999			0.51	2	0		

0	2015 XM128	2015 XM128	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		

0	2015 XO	2015 XO	9101	A	S*	C		0.018	M		26.1	A	0.24		A		0.20									0		

0	2015 XO129	2015 XO129	9101	A	S*	C		0.027	M		25.2	A	0.24		A		0.20									0		I

0	2015 XU378	2015 XU378	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20		3.021		7.944389			0.30	3-	0		

0	2015 YB1	2015 YB1	9101	A	S*	C		0.156	M		21.4	A	0.24		A		0.20									0		I

0	2015 YC18	2015 YC18	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		

0	2015 YD	2015 YD	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2015 YD1	2015 YD1	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20									0		

0	2015 YE	2015 YE	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20									0		

0	2015 YK	2015 YK	9101	A	S*	C		0.020	M		25.9	A	0.24		A		0.20									0		I

0	2015 YS9	2015 YS9	9101	A	S*	C		0.019	M		26.0	A	0.24		A		0.20									0		

0	2015 YU7	2015 YU7	9101	A	S*	C		0.150	L		21.49	L	0.24		A		0.20		12.221		1.963833			0.96	3-	0		

0	2015 YX7	2015 YX7	9101	A	S*	C		0.118	M		22	A	0.24		A		0.20									0		I

0	2016 AD166	2016 AD166	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20		0.0085		99.999999			0.21	2	0		

0	2016 AF166	2016 AF166	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.0278		99.999999			0.41	2-	0		

0	2016 AG166	2016 AG166	9101	A	S*	C		0.047	M		24.0	A	0.24		A		0.20									0		

0	2016 AK8	2016 AK8	9101	A	S*	C		0.130	M		21.8	A	0.24		A		0.20									0		

0	2016 AO131	2016 AO131	9101	A	S*	C		0.041	M		24.31	A	0.24		A		0.20		0.0123		99.999999			0.20	2-	0		

0	2016 AU65	2016 AU65	9101	A	S*	C		0.086	M		22.7	A	0.24		A		0.20									0		

0	2016 AU9	2016 AU9	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.594		40.404040			0.59	2+	0		

0	2016 AV164	2016 AV164	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20		0.0216		99.999999			0.45	2	0		

0	2016 AZ8	2016 AZ8	9101	A	S*	C		0.153	T		21.44	A	0.24		A		0.20		16.897		1.420370		0.15	0.28	2	0	B	

0	2016 BB15	2016 BB15	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		

0	2016 BC15	2016 BC15	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20									0		

0	2016 BE	2016 BE	9101	A	S*	C		0.058	M		23.55	A	0.24		A		0.20									0		

0	2016 BF1	2016 BF1	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20		0.2624		91.463415			2.49	2+	0		

0	2016 BJ15	2016 BJ15	9101	A	S*	C		0.065	M		23.3	A	0.24		A		0.20									0		

0	2016 BW14	2016 BW14	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20									0		

0	2016 CB138	2016 CB138	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		

0	2016 CB30	2016 CB30	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20									0		

0	2016 CB31	2016 CB31	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20									0		I

0	2016 CF29	2016 CF29	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20									0		

0	2016 CG18	2016 CG18	9101	A	S*	C		0.006	M		28.5	A	0.24		A		0.20									0		

0	2016 CJ30	2016 CJ30	9101	A	S*	C		0.040	T		24.38	L	0.24		A		0.20		0.107152		99.999999			0.20	2	0		

0	2016 CK246	2016 CK246	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		

0	2016 CK29	2016 CK29	9101	A	S*	C		0.021	M		25.8	A	0.24		A		0.20									0		

0	2016 CL136	2016 CL136	9101	A	S*	C		0.158	M		21.37	A	0.24		A		0.20									0		I

0	2016 CL29	2016 CL29	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20									0		

0	2016 CM194	2016 CM194	9101	A	S*	C		0.009	M		27.7	A	0.24		A		0.20		0.02333		99.999999			0.85	2+	0		DN

0	2016 CO29	2016 CO29	9101	A	S*	C		0.030	M		25.0	A	0.24		A		0.20									0		

0	2016 CS247	2016 CS247	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20		0.0514		99.999999			0.12	2	0		

0	2016 CU29	2016 CU29	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20									0		

0	2016 CU30	2016 CU30	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		I

0	2016 DK	2016 DK	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20		1.30		18.461538			0.85	3	0		

0	2016 DN2	2016 DN2	9101	A	S*	C		0.012	M		26.9	A	0.24		A		0.20		1.2		20.000000			0.31	2-	0		

0	2016 DO2	2016 DO2	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		I

0	2016 DV1	2016 DV1	9101	A	S*	C		0.033	M		24.77	A	0.24		A		0.20		0.084148		99.999999		0.56	1.02	3	0		

0	2016 EB1	2016 EB1	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		

0	2016 EC157	2016 EC157	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20									0		

0	2016 ED	2016 ED	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		

0	2016 EE1	2016 EE1	9101	A	S*	C		0.037	M		24.5	A	0.24		A		0.20									0		I

0	2016 EF28	2016 EF28	9101	A	S*	C		0.136	M		21.7	A	0.24		A		0.20		9.517		2.521803			0.51	2	0		T?

0	2016 EK27	2016 EK27	9101	A	S*	C		0.108	M		22.2	A	0.24		A		0.20									0		

0	2016 EL157	2016 EL157	9101	A	S*	C		0.011	M		27.1	A	0.24		A		0.20		0.0198		99.999999			0.19	2-	0		

0	2016 EN156	2016 EN156	9101	A	S*	C		0.008	M		27.8	A	0.24		A		0.20		0.0863		99.999999			0.44	2-	0		

0	2016 EO84	2016 EO84	9101	A	S*	C		0.100	T		22.37	A	0.24		A		0.20		5.989		4.007347			0.13	2	0		

0	2016 EQ1	2016 EQ1	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20									0		

0	2016 ES1	2016 ES1	9101	A	S*	C		0.043	M		24.2	A	0.24		A		0.20		0.3484		68.886338			0.26	2+	0		

0	2016 EV1	2016 EV1	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20									0		I

0	2016 EV27	2016 EV27	9101	A	S*	C		0.062	M		23.4	A	0.24		A		0.20		61.		0.393443			0.45	2	0		

0	2016 EZ26	2016 EZ26	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		I

0	2016 FA	2016 FA	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20		7.8		3.076923			1.0	2	0		T?

0	2016 FC	2016 FC	9101	A	S*	C		0.014	M		26.6	A	0.24		A		0.20									0		

0	2016 FC13	2016 FC13	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		

0	2016 FL12	2016 FL12	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20		0.3333		72.007201			0.15	2	0		

0	2016 FO12	2016 FO12	9101	A	S*	C		0.090	M		22.6	A	0.24		A		0.20									0		

0	2016 FW13	2016 FW13	9101	A	S*	C		0.004	M		29.5	A	0.24		A		0.20									0		

0	2016 FX2	2016 FX2	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20									0		

0	2016 FZ2	2016 FZ2	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20		0.0387		99.999999			0.26	2-	0		

0	2016 GB222	2016 GB222	9101	A	S*	C		0.013	M		26.8	A	0.24		A		0.20									0		

0	2016 GE1	2016 GE1	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20		0.009438		99.999999			0.13	2	0		

0	2016 GF216	2016 GF216	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20	>	1		24.000000	>		0.2	2-	0		D

0	2016 GP220	2016 GP220	9101	A	S*	C		0.117	M		22.02	A	0.24		A		0.20									0		I

0	2016 GS2	2016 GS2	9101	A	S*	C		0.075	M		23.0	A	0.24		A		0.20		0.01266		99.999999			0.11	3-	0		

0	2016 GV221	2016 GV221	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20									0		

0	2016 GW221	2016 GW221	9101	A	S*	C		0.034	M		24.7	A	0.24		A		0.20		0.2856		84.033613			0.18	2	0		

0	2016 HB	2016 HB	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20									0		

0	2016 HN2	2016 HN2	9101	A	S*	C		0.059	M		23.5	A	0.24		A		0.20	>	2		12.000000	>		0.2	2-	0		D

0	2016 HN3	2016 HN3	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2016 HO	2016 HO	9101	A	S*	C		0.022	M		25.7	A	0.24		A		0.20		0.7512		31.948882			0.43	2	0		

0	2016 HP3	2016 HP3	9101	A	S*	C		0.054	M		23.7	A	0.24		A		0.20	>	2		12.000000	>		1.0	2	0		D

0	2016 HQ19	2016 HQ19	9101	A	S*	C		0.052	M		23.8	A	0.24		A		0.20									0		

0	2016 JC6	2016 JC6	9101	A	S*	C		0.158	M		21.37	A	0.24		A		0.20		2.279		10.530935			0.16	2-	0		

0	2016 JD18	2016 JD18	9101	A	S*	C		0.036	M		24.6	A	0.24		A		0.20	>	1		24.000000	>		1.3	2	0		D

0	2016 JE18	2016 JE18	9101	A	S*	C		0.016	M		26.3	A	0.24		A		0.20		1.2		20.000000			0.65	2	0		D

0	2016 JG12	2016 JG12	9101	A	S*	C		0.086	L		22.70	L	0.24		A		0.20		6.44		3.726708			0.12	1+	0		

0	2016 JP17	2016 JP17	9101	A	S*	C		0.071	M		23.1	A	0.24		A		0.20		0.070176		99.999999		0.49	0.65	3	0		

0	2016 JV	2016 JV	9101	A	S*	C		0.031	M		24.9	A	0.24		A		0.20									0		

0	2016 JW28	2016 JW28	9101	A	S*	C		0.024	M		25.5	A	0.24		A		0.20									0		I

0	2016 KD	2016 KD	9101	A	S*	C		0.103	M		22.3	A	0.24		A		0.20									0		I

0	2016 LB	2016 LB	9101	A	S*	C		0.082	M		22.8	A	0.24		A		0.20									0		I

0	2016 LD9	2016 LD9	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		I

0	2016 LF2	2016 LF2	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		I

0	2016 LG	2016 LG	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20		4.39		5.466970			0.58	3	0		

0	2016 LG49	2016 LG49	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2016 LO48	2016 LO48	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20	>	1.5		16.000000			0.45	2	0		D

0	2016 MA	2016 MA	9101	A	S*	C		0.009	M		27.5	A	0.24		A		0.20		0.0051		99.999999			0.12	1+	0		

0	2016 NA1	2016 NA1	9101	A	S*	C		0.118	M		22	A	0.24		A		0.20		8.67		2.768166			0.14	2-	0		A

0	2016 NC1	2016 NC1	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20									0		

0	2016 ND1	2016 ND1	9101	A	S*	C		0.026	M		25.3	A	0.24		A		0.20									0		

0	2016 NF23	2016 NF23	9101	A	S*	C		0.078	M		22.9	A	0.24		A		0.20		17.1		1.403509			0.39	2	0		

0	2016 NG33	2016 NG33	9101	A	S*	C		0.149	M		21.5	A	0.24		A		0.20		2.321		10.340371			0.25	2+	0		

0	2016 NG38	2016 NG38	9101	A	S*	C		0.028	M		25.1	A	0.24		A		0.20		2.47		9.716599			0.66	2	0		

0	2016 NK39	2016 NK39	9101	A	S*	C		0.049	M		23.9	A	0.24		A		0.20		1.46		16.438356			0.24	2	0		

0	2016 NM15	2016 NM15	9101	A	S*	C		0.009	M		27.5	A	0.24		A		0.20									0		

0	2016 NN15	2016 NN15	9101	A	S*	C		0.014	M		26.7	A	0.24		A		0.20									0		

0	2016 NS	2016 NS	9101	A	S*	C		0.025	M		25.4	A	0.24		A		0.20									0		

0	2016 OJ1	2016 OJ1	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2016 PA40	2016 PA40	9101	A	S*	C		0.039	M		24.4	A	0.24		A		0.20		0.1375		99.999999			0.93	3-	0		

0	2016 PA8	2016 PA8	9101	A	S*	C		0.124	M		21.9	A	0.24		A		0.20									0		

0	2016 PB8	2016 PB8	9101	A	S*	C		0.094	M		22.5	A	0.24		A		0.20									0		

0	2016 PG67	2016 PG67	9101	A	S*	C		0.098	M		22.4	A	0.24		A		0.20									0		

0	2016 PJ66	2016 PJ66	9101	A	S*	C		0.113	M		22.1	A	0.24		A		0.20									0		

0	2016 PP27	2016 PP27	9101	A	S*	C		0.057	M		23.6	A	0.24		A		0.20		1.55		15.483871			0.26	2+	0		

0	2016 PU	2016 PU	9101	A	S*	C		0.142	M		21.6	A	0.24		A		0.20									0		

0	2016 PX8	2016 PX8	9101	A	S*	C		0.012	M		27.0	A	0.24		A		0.20									0		

0	2016 QB2	2016 QB2	9101	A	S*	C		0.045	M		24.1	A	0.24		A		0.20									0		

0	2016 QL44	2016 QL44	9101	A	S*	C		0.028	M		25.1	A	0.24		A		0.20									0		

0	2016 QS11	2016 QS11	9101	A	S*	C		0.020	T		25.91	A	0.24		A		0.20		0.44616		53.792361			0.97	3	0		T

